,meta,goog,amzn,nflx,aapl
550,7.248210333603488,2.1896022865473177,3.400929171372782,13.217244258515858,2.7909006919363177
555,7.254505911618965,2.1820112728876735,3.395761264312579,13.23965899832198,2.794925150887825
560,7.246165004852857,2.1747231042260777,3.391259058566817,13.205121945552921,2.797474801259148
565,7.234905021045489,2.16772935373043,3.394641046372727,13.186838731115023,2.7975637960635247
570,7.224666351299871,2.160755978997613,3.3982196079988065,13.197442499448206,2.797058924796644
575,7.211221832917948,2.154232131265844,3.406748625893479,13.216565638247932,2.7948122800882547
580,7.200134471119556,2.149029933517748,3.414005048574121,13.241361395465725,2.7867473322413323
585,7.187856340967516,2.1433286159124476,3.4192957456223816,13.266666103476387,2.7777948948003
590,7.18093691102729,2.1380192343903035,3.4182310836915533,13.278071733307021,2.7703786108717994
595,7.174193741451214,2.132620685125351,3.41416364972389,13.260359411720085,2.763008247331309
600,7.1643039224695615,2.126808647199264,3.404024443205042,13.229898884643893,2.7554481940004165
605,7.147829412934248,2.1195249489677255,3.3937848754600792,13.193919553175231,2.747202224656489
610,7.132500325797319,2.1124901714312703,3.3836896802369223,13.156287533744456,2.738656956404241
615,7.1123194829374965,2.1050262275937475,3.3719304160780346,13.117542914581312,2.72875340819538
620,7.0976659037397996,2.1001380878114584,3.366520280059727,13.083751672077176,2.719199578559077
625,7.086513195826247,2.096292169778726,3.361749076695113,13.05105133399239,2.7105271665870596
630,7.071386167546303,2.0928538795732643,3.361208931024147,13.03540536344959,2.702476898112778
635,7.059469007823478,2.0908086809473754,3.3613495057597857,13.022000437659347,2.696155752223004
640,7.051328857974198,2.089978259833313,3.3623781635232257,13.010598443859902,2.6908250826856963
645,7.042842474807964,2.0888243447897534,3.3585854742016075,13.010655045035046,2.688297531069306
650,7.049121914731558,2.0925172959335256,3.358421218719296,13.036445541999111,2.69302446415576
655,7.066657082959769,2.1003209653120543,3.3586281878400306,13.069558157292438,2.7028501132126292
660,7.084674915205694,2.108556873707059,3.359397349547153,13.104820421340065,2.714295081697967
665,7.10260560298502,2.117487253107014,3.3615633665545426,13.14292469628865,2.7270376254443165
670,7.11566578165682,2.124116289313669,3.3623815309594804,13.16510766680841,2.7367618397626394
675,7.110418548049699,2.125317525743783,3.359390444702894,13.158027108935604,2.7388523535192446
680,7.099707444468561,2.122725866066483,3.353772252751706,13.128935025769227,2.7361341346691725
685,7.085815092499175,2.1184205742781117,3.3469298529659675,13.101090987212894,2.7307886449064056
690,7.068469525118408,2.1122714449067,3.337963266524948,13.067820913833291,2.7231201256399276
695,7.05154318732159,2.106277825700783,3.329105886537422,13.036857196051448,2.715720131650289
700,7.034587734874409,2.100413977113246,3.320308266625515,13.007503081039754,2.7083095168677245
705,7.01243700364901,2.0939225314807075,3.310016605660027,12.975698431942444,2.7001403278328033
710,6.99034391898022,2.0872328287913375,3.29966928360813,12.939824246205825,2.691460293557624
715,6.969195587263771,2.0804433932427386,3.2893426495070117,12.904316471667624,2.6828807479508834
720,6.947691992450733,2.0738103779074115,3.2791277531686602,12.867420300963204,2.674236174369535
725,6.92589171639364,2.0669402563441226,3.268849927052623,12.829539495639505,2.665599115118615
730,6.904213303028245,2.060192926702779,3.2580026419943784,12.792894529170756,2.656952628577494
735,6.88241292737339,2.053528175351326,3.247290785779974,12.754430388897116,2.6483710684308215
740,6.860333525645497,2.0470586942109428,3.2367089357922674,12.715473716405647,2.6399577853342175
745,6.838673624790536,2.0407025004437225,3.226239090581219,12.678140518247968,2.631630697545163
750,6.819086144160257,2.0344244969064986,3.215898367772126,12.645811588273327,2.6233608355317495
755,6.800389814637957,2.028190542117211,3.205742536249571,12.613144824178821,2.6152269975479294
760,6.781566119327979,2.0221319903667947,3.195734995150126,12.581672184245258,2.6073215995579835
765,6.763441586043065,2.0162410607445875,3.185877213896012,12.550207110932423,2.5995017166009804
770,6.746151515783156,2.0103665910656434,3.1764403166778443,12.522552804299036,2.591598912467714
775,6.727151903065002,2.0045234418921507,3.166977793431802,12.491387960679385,2.583774832628955
780,6.707871000685979,1.9986810135703272,3.1575383644686,12.460567666258195,2.5760752752901235
785,6.6897877139480455,1.993048894466519,3.1483166235665587,12.428477235900795,2.568417803879347
790,6.67167963802697,1.9875288443277312,3.1394790287519343,12.397078525189087,2.5609997854228492
795,6.653203408489435,1.9820237808463772,3.1304684039333983,12.36291905852337,2.5537121093425794
800,6.637075606594446,1.9770293340795093,3.1222284598433285,12.331559303070307,2.546806625337864
805,6.622081341149221,1.9723902119300925,3.114524995978477,12.301651251459417,2.5403122246907093
810,6.606831495586874,1.969757576186952,3.107033460877332,12.273697609611002,2.5338136464267706
815,6.591733947597321,1.966958090962848,3.099333193877591,12.261844619973244,2.527144639549422
820,6.576789668308669,1.964082685880502,3.0916340782546667,12.249063035860237,2.520444572965542
825,6.560258689259693,1.9608933960211676,3.0834330354032518,12.233610791021423,2.5134955210794843
830,6.542834142923882,1.9574640112548614,3.0749533907558235,12.217875491590721,2.506214749480141
835,6.525274164209712,1.9519813918161102,3.066320005981585,12.201917928689678,2.4989627400082237
840,6.509010082615997,1.9465289322070334,3.0577533104803165,12.17192632407793,2.4917357674079748
845,6.49323591457957,1.9412342921794363,3.0497641532767403,12.142246922100545,2.4846910147379258
850,6.481156295199105,1.9366887609478116,3.042615477063283,12.116419285237166,2.477793727190312
855,6.46947396416373,1.932149691798917,3.0356063982460695,12.090895838075525,2.470964514591175
860,6.4582435345592115,1.9279594487186855,3.028930228889475,12.065549201742101,2.4643055213462786
865,6.446667228946447,1.9239687884973093,3.0228080349493807,12.041866965245692,2.4581301786051317
870,6.434769563897018,1.9215212623340179,3.016592213181898,12.0188802852486,2.4522363903862527
875,6.421335649184499,1.9184002312582655,3.009869643644168,11.993453786326095,2.4462812969239716
880,6.407610343590572,1.9153194048205406,3.0030997306845633,11.971424857586385,2.44032233687454
885,6.393465488273291,1.9118485946388162,2.9960428137545767,11.950991535743956,2.43431686465344
890,6.37903629936041,1.9083117654616397,2.988637027196655,11.928503331630104,2.42791244279511
895,6.364692929667903,1.9032539923002563,2.980935528685617,11.905953844984257,2.4212363809905155
900,6.348957938467336,1.898370265418582,2.973454610484679,11.887581802150388,2.4147792275329696
905,6.333799973538908,1.8937049596813704,2.9662743196839,11.8662770130999,2.4084704859891244
910,6.319547377948562,1.8891136083618587,2.9593964140636886,11.843500860755587,2.402194988131308
915,6.304915084993556,1.8845388873758648,2.952538966770901,11.820091809940735,2.395960349197883
920,6.290443767966504,1.8800291582847195,2.9457598644502028,11.796577690830944,2.3897591410516874
925,6.275310743056101,1.875430963515641,2.9387783393767046,11.770884465178451,2.383423246480951
930,6.260276390163235,1.8709316436487515,2.932477431161449,11.746259373223982,2.37711456603954
935,6.250039808031015,1.8667436063112628,2.9270026099746027,11.723539491305711,2.371221420518957
940,6.240102245198814,1.8626580759304532,2.9218965245279866,11.704680407704236,2.365399069822119
945,6.23036886997536,1.8587294475184024,2.9171535020701453,11.69158782345002,2.3596642492113604
950,6.221976109957392,1.8552965494955935,2.913149564754843,11.685063184696878,2.3547517200151207
955,6.215293500842994,1.852214859350309,2.90991384415144,11.681439133504444,2.350062508410675
960,6.206348950844033,1.8490050593190541,2.9068778896874994,11.679337198210897,2.3452997639618753
965,6.197494887230287,1.8458822221703972,2.9043659728560276,11.67538816814098,2.34063543098351
970,6.189081902302372,1.8432360183409593,2.9036154554973654,11.670940841723255,2.3363465252642133
975,6.1800330718051795,1.840398269094072,2.903327146171098,11.66015744485139,2.3314539772662983
980,6.170528753629599,1.8372925109369451,2.902138893339899,11.647496097422003,2.3267349642350252
985,6.158295910380263,1.83425215211657,2.900581937560883,11.633950596045192,2.322250945882021
990,6.146173001522681,1.8313652958510815,2.8994346372193,11.623054047144374,2.3184625200708346
995,6.1350122234357745,1.8285772766965358,2.899652789680092,11.614473362800787,2.3145103707589607
