Date,High,Low,Open,Close,Volume,Adj Close
2018-12-31,39.84000015258789,39.119998931884766,39.63249969482422,39.435001373291016,140014000.0,38.061710357666016
2019-01-02,39.712501525878906,38.557498931884766,38.72249984741211,39.47999954223633,148158800.0,38.10513687133789
2019-01-03,36.43000030517578,35.5,35.994998931884766,35.54750061035156,365248800.0,34.30958557128906
2019-01-04,37.13750076293945,35.95000076293945,36.13249969482422,37.064998626708984,234428400.0,35.77424240112305
2019-01-07,37.20750045776367,36.474998474121094,37.17499923706055,36.98249816894531,219111200.0,35.694610595703125
2019-01-08,37.95500183105469,37.130001068115234,37.38999938964844,37.6875,164101200.0,36.375057220458984
2019-01-09,38.63249969482422,37.407501220703125,37.8224983215332,38.32749938964844,180396400.0,36.992774963378906
2019-01-10,38.49250030517578,37.71500015258789,38.125,38.45000076293945,143122800.0,37.11101531982422
2019-01-11,38.42499923706055,37.877498626708984,38.220001220703125,38.0724983215332,108092800.0,36.74665069580078
2019-01-14,37.817501068115234,37.30500030517578,37.712501525878906,37.5,129756800.0,36.194091796875
2019-01-15,38.34749984741211,37.51250076293945,37.567501068115234,38.26750183105469,114843600.0,36.93486785888672
2019-01-16,38.970001220703125,38.25,38.27000045776367,38.73500061035156,122278800.0,37.386077880859375
2019-01-17,39.415000915527344,38.314998626708984,38.54999923706055,38.96500015258789,119284800.0,37.608070373535156
2019-01-18,39.470001220703125,38.994998931884766,39.375,39.20500183105469,135004000.0,37.83971405029297
2019-01-22,39.182498931884766,38.154998779296875,39.102500915527344,38.32500076293945,121576000.0,36.99036407470703
2019-01-23,38.78499984741211,37.92499923706055,38.537498474121094,38.47999954223633,92522400.0,37.13996505737305
2019-01-24,38.619998931884766,37.935001373291016,38.52750015258789,38.17499923706055,101766000.0,36.845577239990234
2019-01-25,39.532501220703125,38.58000183105469,38.869998931884766,39.439998626708984,134142000.0,38.06652069091797
2019-01-28,39.08250045776367,38.415000915527344,38.9474983215332,39.07500076293945,104768400.0,37.71424865722656
2019-01-29,39.532501220703125,38.52750015258789,39.0625,38.66999816894531,166348800.0,37.32334899902344
2019-01-30,41.537498474121094,40.057498931884766,40.8125,41.3125,244439200.0,39.87382507324219
2019-01-31,42.25,41.13999938964844,41.52750015258789,41.61000061035156,162958400.0,40.16096496582031
2019-02-01,42.244998931884766,41.48249816894531,41.7400016784668,41.630001068115234,130672400.0,40.18027114868164
2019-02-04,42.915000915527344,41.81999969482422,41.852500915527344,42.8125,125982000.0,41.32158660888672
2019-02-05,43.77000045776367,43.087501525878906,43.21500015258789,43.54499816894531,144406400.0,42.0285758972168
2019-02-06,43.89250183105469,43.212501525878906,43.662498474121094,43.560001373291016,112958400.0,42.043060302734375
